price,competitor_price,day_of_week,is_weekend,hour_of_day,is_peak_hour,month,season_factor,inventory_level,is_promotion,customer_rating,price_ratio,price_diff,price_squared,inventory_scarcity,price_x_promotion,price_x_peak,price_x_weekend,revenue_potential,time_period,season,rating_tier,cat_Clothing,cat_Electronics,cat_Food,cat_Toys,demand
0.9618035802669707,0.32844817359021544,-1.5238381833763794,0,0.05708015742826273,1,1.3073714307734896,-1.3580232743975715,1.1578740540425059,0,0.33360401640060616,1.2917198037259705,1.6408382059670148,0.9111112532360032,-1.1578740540425059,-0.4323228782530393,1.97236464282878,-0.5333716318290842,1.0348121302493662,0.38544957101208027,1.3426609180089453,0.14522727258983908,0,1,0,0,95
-0.8944752986112883,-0.979972924037307,0.488559959020371,0,-1.536932870525252,0,0.4340049276291793,0.006103117455203685,-1.2601279024960104,0,0.4452660325958288,0.7780829551841897,0.4112063473218271,-0.915905736672667,1.2601279024960104,-0.4323228782530393,-0.6383290617910399,-0.5333716318290842,-0.5558955047696268,-1.3504187965271242,0.44528027504079576,0.14522727258983908,0,0,1,0,170
-0.3947219845126561,-0.5114201902669905,-1.0207386477771918,0,1.5061829101132762,0,0.7251270953439495,-0.9925252806800635,0.5706450074545805,1,-1.5818290306405227,0.4293010482693038,0.408256410835673,-0.5964635737491661,-0.5706450074545807,1.2685432606603932,-0.6383290617910399,-0.5333716318290842,-1.0195259239249688,1.2533837547816824,1.3426609180089453,-1.125352540094668,0,0,0,0,124
-1.0018920673318656,-0.753999373223709,-0.5176391121780043,0,-1.3920225952567506,0,0.4340049276291793,0.006103117455203685,-0.7765275111883071,0,-1.1094128082761188,-1.137370398613425,-0.5263817991941158,-0.9679775249986625,0.7765275111883071,-0.4323228782530393,-0.6383290617910399,-0.5333716318290842,-1.073671252608074,-1.3504187965271242,0.44528027504079576,-1.125352540094668,0,0,1,0,143
-1.2650357017785274,-1.2415544283124416,0.9916594946195587,1,-0.8123814941827453,0,-1.6038502463742115,1.3702295093079788,-1.2601279024960104,0,-0.23329545043667868,0.38249731289919686,0.16685327505207165,-1.070737967197862,1.2601279024960104,-0.4323228782530393,-0.6383290617910399,0.09748033051983465,-1.0223433063628584,-0.4824846127575219,-1.349481010895503,0.14522727258983908,0,0,1,0,220
1.7170148315613887,0.6388194217910133,-1.0207386477771918,0,1.6510931853817776,0,-1.0216059109446713,1.004731515590471,0.536102122361173,0,-0.33636808077073055,1.987583344378517,2.778530377460404,2.156059671969982,-0.5361021223611733,-0.4323228782530393,-0.6383290617910399,-0.5333716318290842,0.9671821969905465,1.2533837547816824,-0.45210036792735375,0.14522727258983908,0,0,0,0,34
-0.8068217513929635,-0.6711424045920563,0.488559959020371,0,1.2163623595762736,1,-1.6038502463742115,1.3702295093079788,1.5723886751633942,0,-0.3105999231872174,-0.5812113734146334,-0.240237960037179,-0.8690653633335012,-1.5723886751633944,-0.4323228782530393,0.35955833697064266,-0.5333716318290842,-0.7248401922322971,1.2533837547816824,-1.349481010895503,0.14522727258983908,0,0,0,0,223
-1.228254150649335,-1.226147140756969,1.4947590302187463,1,0.2019904326967641,0,0.4340049276291793,0.006103117455203685,0.9160738583886542,0,1.0722912004613103,0.5515935986544055,0.22142710004592078,-1.058492104097275,-0.9160738583886544,-0.4323228782530393,-0.6383290617910399,0.13395939968903287,-0.7323962002963557,0.38544957101208027,0.44528027504079576,1.4158070852743463,0,0,0,0,157
1.2280580921723205,0.8509264138046861,-0.014539576578816597,0,1.0714520843077722,1,-0.439361575515131,-0.35939487626230415,-1.7091854087103062,0,0.7802520811814971,0.4450867104087204,0.8556634445690279,1.3169122464648795,1.7091854087103062,-0.4323228782530393,2.2151616604204603,-0.5333716318290842,1.6878765608912873,1.2533837547816824,-0.45210036792735375,0.14522727258983908,0,0,0,0,126
1.4328270260706615,0.8541790633997304,-0.014539576578816597,0,-0.667471218914244,0,-0.439361575515131,-0.35939487626230415,0.15613038633369197,0,0.6170537498192485,0.8291428641514436,1.3964851336972595,1.6535351044055304,-0.15613038633369217,-0.4323228782530393,-0.6383290617910399,-0.5333716318290842,1.7310386330886558,-0.4824846127575219,-0.45210036792735375,0.14522727258983908,1,0,0,0,42
